"PRINCIPIO ACTIVO","PRESENTACION","PRODUCTO","LABORATORIO","FAMILIA","FORMA"
"amoxicilina","875 mg comp.x 14","BIOLABSA DUO","Labsa","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500mg/5ml susp.x 90 ml","BIOXILINA","Biosintex Retai","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg comp.x 21","TRIFAMOX 500","BagÂ¢","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg susp.x 120 ml","GRINSIL","Sidus","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","875 mg comp.x 14","AMOXICILINA FECOFAR DUO","Fecofar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","comp.x 21","AMOXICLER 500","Monserrat","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 10","AMOXOL 500","Medisol","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.rec.x 8","NOBACTAM","Microsules Arg.","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 8","AMOXICILINA LAFEDAR","Lafedar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","AMOXITENK","Biotenk","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg pvo.p/susp.x120ml","AMOXICILINA RICHET","Richet","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg susp.oral x 90 ml","AMOX-G","Klonal","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","250 mg jbe.x 90 ml","DARZITIL","Fabra","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","875 mg comp. x 14","AMOXI DUO MAR","Mar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","875 mg comp.x 14","AMOXOL DUO","CassarÂ","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","875 mg comp.rec.x 14","BIOXILINA DUO","Biosintex Retai","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","1000 mg comp.x 8","CLIACIL 1000","Ronnet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg/5 ml susp.x 90 ml","FABAMOX","Savant Generic","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg susp.x 90 ml","BIOLABSA 500","Labsa","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg susp.ext.x 90 ml","AMOXICILINA LAFEDAR","Lafedar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","pvo.p/susp.oral x 120 ml","AMOXOL 500","CassarÂ","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","750 mg jbe.x 70 ml","AMOXICILINA FECOFAR DUO","Fecofar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","875 mg comp.x 14","GRINSIL DUO","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","875 mg comp.x 14 (TRZB)","AMOXICILINA RICHET DUO","Richet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","1000 mg comp.x 16","TRIFAMOX 1000","BagÂ¢","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg susp.ext.x 150 ml","AMOXI 500 MAR","Mar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg comp.x 21","AMOXICILINA LAFEDAR","Lafedar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 8","AMOXITENK","Biotenk","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","BIOXILINA","Biosintex Retai","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg pvo.p/susp.x 90ml","AMOXICILINA RICHET","Richet","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","1 g iny.x 1 dosis","AMOXIDAL","Roemmers","Antibiotico","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"amoxicilina","250 mg susp.ext.x 105 ml","AMOXI 250 MAR","Mar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","875 mg comp.rec.x 14","NOBACTAM DUO","Microsules Arg.","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","CLIACIL","Ronnet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","250 mg susp.x 90 ml","BIOLABSA 250","Labsa","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","750 mg/5 ml x 70 ml","AMOX-G DUO","Klonal","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","875 mg comp.x 14","TRIFAMOX DUO 875","BagÂ¢","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","ped.susp.x 90 ml","AMOXICLER 500","Monserrat","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","ped.500 mg susp.x 120 ml","AMOXIDAL","Roemmers","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","750 mg susp.x 70 ml","GRINSIL DUO","Sidus","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","1 g comp.x 16","AMOXICILINA RICHET","Richet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","750 mg pvo.p/susp.x 70ml","AMOXICILINA RICHET DUO","Richet","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg susp.ped.x 90 ml","NOBACTAM","Microsules Arg.","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg jbe.x 120 ml","TRIFAMOX 250/500 JBE","BagÂ¢","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","comp.x 16","AMOXICLER 500","Monserrat","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","AMOXICILINA LAFEDAR","Lafedar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg pvo.p/susp.x 60ml","AMOXICILINA RICHET","Richet","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","ped.500 mg susp.x 90 ml","AMOXIDAL","Roemmers","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg comp.x 21","AMOXI 500 MAR","Mar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","susp.x 120 ml","AMOXIDAL DUO","Roemmers","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg susp.ext.x 90 ml","AMOXICILINA SANT GALL FRIBURG","Sant Gall","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg comp.x 21","AMIXEN","Laboratorios Be","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 8","CLIACIL","Ronnet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","1000 mg comp.x 16","BIOLABSA 1000","Labsa","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","750 mg susp.x 70 ml","DARZITIL DUO","Fabra","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","susp.x 90 ml","TRIFAMOX DUO SUSP","BagÂ¢","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","250 mg pvo.p/susp.x120ml","AMOXICILINA RICHET","Richet","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","875 mg comp.x 16","AMOX-G DUO","Klonal","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","pvo.p/susp.oral x 90 ml","AMOXOL 500","CassarÂ","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","1000 mg comp.x 16","DARZITIL","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","1 g comp.x 8","AMOXICILINA RICHET","Richet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","875 mg comp.rec.x 14","FABAMOX PLUS","Savant Generic","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","DARZITIL","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","TRIFAMOX 500","BagÂ¢","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","250 mg susp.ext.x 90 ml","AMOXICILINA LAFEDAR","Lafedar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","ped.250 mg susp.x 90 ml","AMOXIDAL","Roemmers","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg jbe.x 90 ml","AMOXICILINA FECOFAR","Fecofar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg jbe.x 120 ml","AMOXICILINA FECOFAR","Fecofar","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg comp.x 21","DARZITIL","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","875 mg comp.rec.x 16","ELGYMOX DUO","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg comp.x 16","AMOXICILINA SANT GALL FRIBURG","Sant Gall","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","500 mg susp.x 90 ml","GRINSIL","Sidus","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina","500 mg comp.x 16","AMIXEN","Laboratorios Be","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina","1 g comp.rec.x 16","NOBACTAM","Microsules Arg.","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina+clavulanico,ac.","875/125 mg comp.x 14","AMOXI PLUS MAR","Mar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina+clavulanico,ac.","comp.rec.x 14","NOBACTAM CLAVULANICO 2","Microsules Arg.","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina+clavulanico,ac.","comp.x 7","DARZITIL PLUS 1000 MG","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina+clavulanico,ac.","875 mg comp.x 14","GRINSIL CLAV DUO 875","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina+clavulanico,ac.","susp.x 140 ml","CLAMOXOL DUO","CassarÂ","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina+clavulanico,ac.","susp.x 70 ml","OPTAMOX DUO","Roemmers","Antibiotico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"amoxicilina+clavulanico,ac.","1 g comp.rec.x 14","ELGYMOX CLAV","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"amoxicilina+clavulanico,ac.","500/125 mg comp.x 16","OMNIGAL S","Sant Gall","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
