T,N,M,Classification,DescY,DescR,DescM,Grade,HER2,ER,PR,Stage
T1b,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1c,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T0,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1mi,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1a,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1b,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1c,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1mi,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1a,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1b,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1c,N0,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T0,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1mi,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1a,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1b,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1c,N1mi,M0,c,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1mi,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1a,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1b,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1c,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T0,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1mi,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1a,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1b,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1c,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1mi,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1a,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1b,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1c,N0,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T0,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1mi,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1a,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1b,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1c,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Positive,Negative,IB
T1,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1mi,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1a,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1b,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1c,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T0,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1mi,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1a,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1b,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T1c,N1mi,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IB
T0,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T2,N0,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Positive,IIA
T0,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T2,N0,M0,c,ANY,ANY,ANY,G1,Positive,Negative,Negative,IIA
T0,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T0,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T0,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T0,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1mi,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1mi,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1mi,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1mi,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1a,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1a,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1a,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1a,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1b,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1b,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1b,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1b,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1c,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1c,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1c,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T1c,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T2,N0,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Positive,IB
T0,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T2,N0,M0,c,ANY,ANY,ANY,G1,Negative,Positive,Negative,IIA
T0,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T2,N0,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Positive,IIA
T0,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T2,N0,M0,c,ANY,ANY,ANY,G1,Negative,Negative,Negative,IIA
T0,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T0,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T0,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T0,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1mi,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1mi,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1mi,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1mi,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1a,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1a,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1a,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1a,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1b,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1b,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1b,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1b,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1c,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1c,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1c,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T1c,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T2,N0,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Positive,IB
T0,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T2,N0,M0,c,ANY,ANY,ANY,G2,Positive,Positive,Negative,IIA
T0,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T2,N0,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Positive,IIA
T0,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T0,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T0,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T0,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1mi,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1mi,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1mi,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1mi,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1a,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1a,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1a,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1a,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1b,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1b,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1b,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1b,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1c,N1,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1c,N1a,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1c,N1b,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T1c,N1c,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T2,N0,M0,c,ANY,ANY,ANY,G2,Positive,Negative,Negative,IIA
T0,N1,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T0,N1a,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T0,N1b,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T0,N1c,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1,N1,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1,N1a,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1,N1b,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1,N1c,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1mi,N1,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1mi,N1a,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1mi,N1b,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1mi,N1c,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1a,N1,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1a,N1a,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1a,N1b,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1a,N1c,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1b,N1,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1b,N1a,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1b,N1b,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1b,N1c,M0,c,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
